RA	Dec	JP11	LID	n_LID	U	B	V	R	I	J	K	L	M	N	H	ref	_RA	_DE
184.0131167	+45.1383611	   183	 0.04502011	 	12.490	11.740	10.720	 9.940	 9.430	      	      	      	      	      	      	8061	184.01312	+45.13836
184.2205106	+45.0890850	   184	 0.04502016	 	12.370	10.550	 9.040	 7.810	 6.880	      	      	      	      	      	      	8061	184.22051	+45.08908
184.4388000	+45.0321083	   185	 0.04502019	 	12.520	11.320	10.080	 9.120	 8.490	      	      	      	      	      	      	8061	184.43880	+45.03211
278.8266256	+45.7440414	   186	 0.04502743	D	      	      	      	      	      	      	 6.120	      	      	      	 6.310	8130	278.82663	+45.74404
314.4976917	+46.4668389	   187	 0.04503349	 	13.950	11.410	 8.850	 6.100	 3.910	 2.690	 1.220	 0.700	      	      	 1.690	8057	314.49769	+46.46684
035.5610172	+47.8800286	   188	 0.04700612	 	      	      	      	      	      	      	 5.540	      	      	      	 5.700	8130	035.56102	+47.88003
210.6337083	+46.3404722	   189	 0.04702112	D	      	      	      	      	      	      	 5.200	      	      	      	 5.400	8130	210.63371	+46.34047
323.9652356	+47.9118700	   190	 0.04703487	 	      	      	      	      	      	      	 5.700	 5.400	      	      	 6.010	8111	323.96524	+47.91187
323.9652356	+47.9118700	   190	 0.04703487	 	      	      	      	      	      	      	 5.700	      	      	      	 6.060	8142	323.96524	+47.91187
181.5196333	+47.2697861	   192	 0.04801999	 	10.730	10.460	 9.750	 9.180	 8.860	      	      	      	      	      	      	8061	181.51963	+47.26979
181.9026208	+48.2070444	   193	 0.04902113	 	11.950	11.350	10.420	 9.670	 9.250	      	      	      	      	      	      	8061	181.90262	+48.20704
075.8495892	+53.1284700	   194	 0.05200911	 	      	      	      	      	      	      	 6.230	      	      	      	 6.400	8130	075.84959	+53.12847
333.4033167	+53.6204472	   195	 0.05203147	 	      	      	      	      	      	      	 9.300	      	      	      	 9.500	8111	333.40332	+53.62045
048.4905875	+54.9357639	   196	 0.05400651	 	14.330	11.750	 9.230	 7.170	 5.580	 4.550	 3.090	 2.750	      	      	 3.430	8057	048.49059	+54.93576
062.2429167	+55.1469444	   197	 0.05400739	 	16.100	12.800	10.100	 7.490	 5.450	 4.270	 2.590	 2.340	      	      	 3.040	8057	062.24292	+55.14694
332.8985375	+55.2678889	   198	 0.05402698	 	      	      	      	      	      	      	 3.200	 2.880	      	      	 3.440	8142	332.89854	+55.26789
025.7613222	+56.5127792	   199	 0.05500388	 	12.900	10.810	 8.820	 6.900	 5.160	 4.190	 2.870	 2.550	      	      	 3.220	8057	025.76132	+56.51278
051.2339708	+56.4992139	   200	 0.05500778	 	14.780	12.130	 9.980	 8.010	 6.380	 5.430	 4.050	 3.790	      	      	 4.360	8057	051.23397	+56.49921
244.2724631	+55.2691839	   201	 0.05501823	 	      	      	      	      	      	 6.640	 5.740	 5.760	      	      	 5.940	8075	244.27246	+55.26918
244.2724631	+55.2691839	   201	 0.05501823	 	      	      	      	      	      	      	 5.760	 5.500	      	      	 5.940	8130	244.27246	+55.26918
036.6690042	+57.0925222	   203	 0.05600624	 	      	      	      	      	      	      	 8.400	      	      	      	 8.600	8111	036.66900	+57.09252
039.6059172	+57.0461600	   204	 0.05600673	 	13.050	10.460	 8.100	 6.050	 4.340	 3.320	 2.030	 1.640	      	      	      	8030	039.60592	+57.04616
336.9977822	+57.6958750	   205	 0.05602783	2	12.500	11.240	 9.590	 7.860	 6.310	 5.500	 4.710	 4.460	      	      	 5.080	8075	336.99778	+57.69587
337.5447208	+57.0008500	   206	 0.05602793	 	12.690	10.370	 8.090	 5.890	 4.140	 2.970	 1.780	 1.350	      	      	 2.130	8057	337.54472	+57.00085
019.9734067	+58.3085386	   207	 0.05700258	 	13.040	10.740	 8.620	 6.860	 5.440	 4.410	 3.240	 3.000	      	      	 3.530	8057	019.97341	+58.30854
042.7664422	+57.8555342	   208	 0.05700647	 	14.780	12.110	 9.380	 6.830	 4.760	 3.570	 2.020	 1.560	      	      	 2.470	8057	042.76644	+57.85553
352.6140589	+57.9760333	   209	 0.05702750	 	14.510	12.230	 9.510	 6.810	 4.760	 3.590	 1.950	 1.380	      	      	 2.470	8057	352.61406	+57.97603
031.8002306	+58.7877492	   210	 0.05800373	 	13.130	10.840	 8.650	 6.800	 5.300	 4.290	 2.990	 2.750	      	      	      	8030	031.80023	+58.78775
039.9601561	+59.5975817	   211	 0.05800501	 	14.670	12.080	 9.370	 6.800	 4.760	 3.530	 1.950	 1.510	      	      	 2.380	8057	039.96016	+59.59758
332.1604250	+59.5504000	   212	 0.05802396	 	15.030	12.700	10.030	 7.540	 5.500	 4.130	 2.530	 2.050	      	      	 3.010	8057	332.16042	+59.55040
045.1654167	+59.9663889	   213	 0.05900580	 	14.910	12.230	 9.910	 7.940	 6.380	 5.230	 3.860	 3.640	      	      	 4.200	8057	045.16542	+59.96639
046.9187972	+60.4894831	   214	 0.05900594	 	14.300	11.680	 8.900	 6.540	 4.730	 3.450	 1.960	 1.580	      	      	 2.400	8057	046.91880	+60.48948
338.6235875	+60.4919389	   215	 0.05902541	 	14.160	11.970	 9.960	 8.140	 6.650	 5.720	 4.400	 4.080	      	      	 4.680	8057	338.62359	+60.49194
025.5688000	+61.4212056	   216	 0.06000310	 	11.390	10.960	 9.240	 7.600	 6.330	 5.280	 4.100	 3.810	      	      	 4.400	8057	025.56880	+61.42121
036.8496250	+60.6800278	   217	 0.06000478	 	17.910	15.080	11.920	 8.330	 5.560	 3.930	 1.930	 1.270	 0.970	      	      	8030	036.84962	+60.68003
036.8496250	+60.6800278	   217	 0.06000478	 	      	      	      	      	      	      	      	      	 0.970	      	      	8035	036.84962	+60.68003
036.8496250	+60.6800278	   217	 0.06000478	 	17.880	15.050	11.890	 8.300	 5.530	 3.900	 1.900	 1.240	 0.940	      	      	8039	036.84962	+60.68003
356.0136747	+61.7894950	   220	 0.06002613	 	12.800	11.480	 8.900	 6.080	 3.900	 2.420	 1.020	 0.390	      	      	 1.530	8057	356.01367	+61.78949
358.2343214	+61.0023264	   221	 0.06002634	 	14.170	11.680	 9.170	 6.630	 4.620	 3.340	 1.880	 1.370	      	      	 2.310	8057	358.23432	+61.00233
002.4015067	+62.6678175	   222	 0.06100008	 	11.790	11.210	 9.490	 7.760	 6.300	 5.330	 4.000	 3.700	      	      	 4.340	8057	002.40151	+62.66782
002.4015067	+62.6678175	   222	 0.06100008	 	      	      	      	      	      	      	 4.080	 3.730	      	      	 4.270	8142	002.40151	+62.66782
005.1068500	+62.3963250	   224	 0.06100040	 	      	      	      	      	      	      	 8.130	      	      	      	 8.330	8111	005.10685	+62.39632
010.8260697	+61.9111475	   225	 0.06100154	 	      	      	      	      	      	      	 5.810	 4.570	      	      	 6.840	8111	010.82607	+61.91115
015.6619439	+62.3450447	   226	 0.06100195	 	      	      	      	      	      	      	 5.410	 5.200	      	      	 5.590	8130	015.66194	+62.34504
017.5838792	+62.5110806	   227	 0.06100219	 	      	      	      	      	      	      	 2.670	 2.290	      	      	 3.020	8142	017.58388	+62.51108
017.0830333	+63.5864472	   228	 0.06200207	 	14.520	12.330	 9.820	 7.250	 5.130	 3.980	 2.460	 2.050	      	      	 2.880	8057	017.08303	+63.58645
002.3597458	+63.9539250	   229	 0.06300003	 	      	      	      	      	      	      	 1.810	 1.270	      	      	 2.200	8142	002.35975	+63.95392
029.3724511	+64.0411483	   230	 0.06300261	 	      	      	      	      	      	      	 7.640	      	      	      	 8.070	8111	029.37245	+64.04115
358.4750000	+64.2833333	   231	 0.06302073	 	14.850	12.540	10.150	 8.100	 6.500	 5.410	 3.980	 3.660	      	      	 4.340	8057	358.47500	+64.28333
355.5515042	+65.6524472	   232	 0.06401842	 	14.750	12.210	 9.750	 7.510	 5.660	 4.620	 3.090	 2.760	      	      	 3.480	8057	355.55150	+65.65245
231.9431617	+65.4038592	   233	 0.06501055	 	13.300	11.800	10.340	 9.220	 8.310	 7.950	 7.550	      	      	      	      	8007	231.94316	+65.40386
170.0201197	+65.8464864	   234	 0.06600717	 	11.820	10.740	 9.320	 7.950	 6.940	 6.680	 5.430	      	      	      	      	8008	170.02012	+65.84649
170.0201197	+65.8464864	   234	 0.06600717	 	      	      	      	      	      	      	 5.520	 5.300	      	      	 5.710	8130	170.02012	+65.84649
240.4208897	+66.8028164	   236	 0.06700922	 	      	      	      	      	      	      	 6.260	      	      	      	 6.340	8142	240.42089	+66.80282
264.1079161	+68.3391414	   237	 0.06800946	 	      	      	      	      	      	      	 4.550	 4.300	      	      	 4.780	8130	264.10792	+68.33914
335.3887500	+73.6716667	   238	 0.07201031	 	      	      	      	      	      	      	 7.780	      	      	      	 8.620	8140	335.38875	+73.67167
085.0711258	-00.7437522	   239	 0.90001046	 	11.070	10.780	10.390	10.010	 9.700	      	      	      	      	      	      	8137	085.07113	-00.74375
085.1646417	-00.2998583	   240	 0.90001050	 	10.840	10.720	10.130	 9.560	 9.140	 8.970	 8.700	      	      	      	      	8137	085.16464	-00.29986
076.7127125	-03.3333278	   241	 0.90301013	 	10.330	10.280	10.080	 9.850	 9.680	      	      	      	      	      	      	8137	076.71271	-03.33333
082.7451042	-03.5875222	   242	 0.90301119	 	10.630	10.510	10.310	10.100	 9.950	      	      	      	      	      	      	8137	082.74510	-03.58752
083.5454292	-03.2451472	   243	 0.90301140	 	10.540	10.450	10.180	 9.880	 9.680	      	      	      	      	      	      	8137	083.54543	-03.24515
083.8078625	-03.2005111	   244	 0.90301143	 	10.090	10.000	 9.870	 9.670	 9.520	      	      	      	      	      	      	8137	083.80786	-03.20051
084.1741000	-03.5034556	   245	 0.90301154	 	 9.530	 9.630	 9.670	 9.610	 9.660	      	      	      	      	      	      	8137	084.17410	-03.50346
115.0120208	-03.6037194	   246	 0.90302002	 	      	      	      	      	      	 6.400	 5.570	      	      	      	 5.730	8149	115.01202	-03.60372
153.0736172	-03.7456622	   247	 0.90302870	 	      	      	      	      	      	      	 5.070	 4.900	      	      	 5.260	8130	153.07362	-03.74566
083.8056125	-04.8624861	   248	 0.90401181	 	 9.410	 9.860	 9.510	 9.020	 8.570	      	      	      	      	      	      	8137	083.80561	-04.86249
085.1217125	-04.3550222	   249	 0.90401211	 	10.500	10.400	10.260	10.160	10.020	      	      	      	      	      	      	8137	085.12171	-04.35502
256.3074092	-05.0942275	   250	 0.90404226	 	12.590	11.500	10.070	 8.630	 7.430	 6.830	 5.900	      	      	      	      	8008	256.30741	-05.09423
256.3074092	-05.0942275	   250	 0.90404226	 	12.620	11.550	10.090	 8.650	 7.450	 6.900	 5.990	      	      	      	      	8075	256.30741	-05.09423
256.3074092	-05.0942275	   250	 0.90404226	 	      	      	      	      	      	      	 5.990	 5.800	      	      	 6.180	8130	256.30741	-05.09423
256.3074092	-05.0942275	   250	 0.90404226	 	      	      	      	      	      	 6.710	 5.940	 5.860	      	      	 6.120	8134	256.30741	-05.09423
083.6436333	-05.0519194	   254	 0.90501302	 	10.650	10.520	10.270	10.030	 9.910	      	      	      	      	      	      	8137	083.64363	-05.05192
084.7774250	-04.9190528	   255	 0.90501352	 	11.480	11.060	10.450	 9.890	 9.460	      	      	      	      	      	      	8137	084.77742	-04.91905
086.0758500	-05.2524583	   256	 0.90501377	 	10.560	10.220	 9.780	 9.390	 9.060	      	      	      	      	      	      	8137	086.07585	-05.25246
281.1583333	-05.0711111	   257	 0.90504743	 	14.800	12.480	10.200	 7.980	 6.240	 5.210	 3.790	 3.480	      	      	 4.130	8057	281.15833	-05.07111
332.4181083	-04.6407289	   258	 0.90505715	 	      	      	      	      	      	 6.495	 5.595	 5.370	      	      	 5.825	8149	332.41811	-04.64073
084.1059639	-06.7160289	   259	 0.90601253	 	10.500	10.700	10.260	 9.570	 8.840	 7.900	 5.900	 4.400	 2.900	      	      	8027	084.10596	-06.71603
084.1059639	-06.7160289	   259	 0.90601253	 	10.600	10.830	10.310	 9.580	 8.900	 8.200	 6.080	 4.740	 3.610	      	      	8039	084.10596	-06.71603
084.1059639	-06.7160289	   259	 0.90601253	 	10.600	10.830	10.310	 9.580	 8.900	 8.200	 6.080	 4.740	      	      	 7.200	8073	084.10596	-06.71603
084.1059639	-06.7160289	   259	 0.90601253	 	      	      	      	      	      	      	 5.910	      	      	      	 6.800	8111	084.10596	-06.71603
084.1059639	-06.7160289	   259	 0.90601253	 	      	      	      	      	      	 8.020	 5.930	 4.740	      	      	 6.960	8140	084.10596	-06.71603
084.3052608	-06.5834944	   264	 0.90601259	 	      	      	      	      	      	 9.190	 7.980	 6.600	      	      	 8.550	8140	084.30526	-06.58349
084.4549542	-06.4311556	   265	 0.90601266	 	11.420	11.170	10.870	10.550	10.320	      	      	      	      	      	      	8137	084.45495	-06.43116
084.5337292	-06.4285833	   266	 0.90601270	 	 9.930	 9.860	 9.780	 9.700	 9.640	      	      	      	      	      	      	8137	084.53373	-06.42858
084.6223167	-06.4279806	   267	 0.90601273	 	10.520	10.520	10.230	 9.930	 9.630	      	      	      	      	      	      	8137	084.62232	-06.42798
280.0396875	-06.6188194	   268	 0.90604827	 	12.930	12.350	10.460	 7.980	 6.030	 4.800	 3.110	 2.710	      	      	 3.520	8057	280.03969	-06.61882
103.8047250	-07.4271833	   269	 0.90701629	V	10.350	10.160	 9.610	 9.160	 8.790	      	      	      	      	      	      	8121	103.80472	-07.42718
103.8047250	-07.4271833	   269	 0.90701629	V	      	      	      	      	      	      	 8.050	      	      	      	 8.080	8140	103.80472	-07.42718
103.8047250	-07.4271833	   269	 0.90701629	V	      	      	      	      	      	      	 8.030	      	      	      	 8.160	8140	103.80472	-07.42718
106.7353167	-07.5573678	   272	 0.90701742	 	      	      	 8.260	 5.790	 4.200	      	      	      	      	      	      	8141	106.73532	-07.55737
229.8617708	-07.7222803	   273	 0.90704003	 	13.400	12.190	10.580	 8.890	 7.460	 6.700	 5.740	      	      	      	      	8008	229.86177	-07.72228
229.8617708	-07.7222803	   273	 0.90704003	 	      	      	      	      	      	      	 5.920	      	      	      	 6.170	8130	229.86177	-07.72228
229.8617708	-07.7222803	   273	 0.90704003	 	      	      	      	      	      	 6.675	 5.830	 5.660	      	      	 6.090	8149	229.86177	-07.72228
279.0903083	-08.8777361	   276	 0.90804645	 	15.580	12.890	10.380	 7.680	 5.580	 4.390	 2.780	 2.480	      	      	 3.180	8057	279.09031	-08.87774
156.2951650	-10.2286939	   277	 0.90903070	 	      	      	      	      	      	      	 6.090	      	      	      	 6.290	8130	156.29516	-10.22869
279.6265458	-10.0046083	   278	 0.91004738	 	14.050	11.860	 9.550	 7.140	 5.240	 4.220	 2.760	 2.440	      	      	 3.100	8057	279.62655	-10.00461
147.7901664	-12.3298556	   279	 0.91102741	 	      	      	      	      	      	      	 6.170	      	      	      	 6.320	8130	147.79017	-12.32986
218.5700422	-12.5195550	   280	 0.91103759	 	14.190	12.990	11.360	 9.430	 7.740	 7.040	 6.160	 6.040	      	      	      	8008	218.57004	-12.51955
218.5700422	-12.5195550	   280	 0.91103759	 	      	      	      	      	      	      	 6.010	      	      	      	 6.270	8130	218.57004	-12.51955
218.5700422	-12.5195550	   280	 0.91103759	 	      	      	      	      	      	 6.835	 5.940	 5.750	      	      	 6.230	8149	218.57004	-12.51955
278.3701389	-11.6360392	   283	 0.91104672	 	      	      	      	      	      	      	 6.930	      	      	      	 6.980	8130	278.37014	-11.63604
278.3701389	-11.6360392	   283	 0.91104672	 	      	      	      	      	      	 7.680	 6.890	      	      	      	 7.000	8149	278.37014	-11.63604
281.7701375	-11.6840944	   285	 0.91104747	 	      	      	      	      	      	      	 9.300	      	      	      	 9.500	8111	281.77014	-11.68409
142.8309672	-13.4887036	   286	 0.91202918	 	12.760	11.610	10.070	 8.460	 7.080	      	      	      	      	      	      	8004	142.83097	-13.48870
142.8309672	-13.4887036	   286	 0.91202918	 	12.740	11.590	10.060	 8.450	 7.070	 6.530	 5.690	      	      	      	      	8008	142.83097	-13.48870
142.8309672	-13.4887036	   286	 0.91202918	 	12.760	11.590	10.050	 8.440	 7.060	 6.530	 5.680	 5.660	      	      	 5.930	8075	142.83097	-13.48870
142.8309672	-13.4887036	   286	 0.91202918	D	      	      	      	      	      	 6.395	 5.510	 5.310	      	      	 5.765	8149	142.83097	-13.48870
247.5752450	-12.6625936	   290	 0.91204523	 	12.900	11.720	10.120	 8.360	 6.780	 5.970	 5.030	 4.640	      	      	      	8008	247.57524	-12.66259
247.5752450	-12.6625936	   290	 0.91204523	 	      	      	      	      	      	      	 5.060	 4.900	      	      	 5.290	8130	247.57524	-12.66259
247.5752450	-12.6625936	   290	 0.91204523	 	      	      	      	      	      	 5.960	 5.105	 4.855	      	      	 5.390	8149	247.57524	-12.66259
276.9022208	-12.4663528	   293	 0.91205055	 	14.890	12.930	10.090	 6.600	 4.020	 2.720	 0.980	 0.280	      	      	 1.530	8057	276.90222	-12.46635
173.9281117	-14.5935178	   294	 0.91303407	 	10.410	 9.850	 8.800	 8.060	 7.600	 7.320	 5.620	 4.350	      	      	      	8007	173.92811	-14.59352
343.3197244	-14.2637006	   295	 0.91506290	 	12.800	11.680	10.100	 8.370	 6.760	 5.970	 5.110	 4.730	      	      	 5.260	8075	343.31972	-14.26370
343.3197244	-14.2637006	   295	 0.91506290	 	12.910	11.760	10.160	 8.700	      	      	      	      	      	      	      	8104	343.31972	-14.26370
343.3197244	-14.2637006	   295	 0.91506290	 	      	      	      	      	      	      	 5.040	 4.700	      	      	 5.310	8130	343.31972	-14.26370
343.3197244	-14.2637006	   295	 0.91506290	 	      	      	      	      	      	 5.935	 5.045	 4.770	      	      	 5.320	8149	343.31972	-14.26370
353.1949689	-16.7521381	   299	 0.91706768	D	      	      	      	      	      	      	 5.800	      	      	      	 6.000	8130	353.19497	-16.75214
031.2701956	-17.6146317	   300	 0.91800359	 	12.890	11.750	10.230	 8.620	 7.340	      	      	      	      	      	      	8075	031.27020	-17.61463
161.4130558	-19.1143456	   301	 0.91803019	 	      	      	      	      	      	 8.045	 7.295	      	      	      	 7.470	8149	161.41306	-19.11435
069.0794875	-19.2812056	   302	 0.91900967	 	11.640	10.900	 9.920	 9.030	 8.470	      	      	      	      	      	      	8153	069.07949	-19.28121
273.4301250	-19.2419444	   303	 0.91904907	 	13.400	11.460	 9.400	 7.440	 5.940	 4.940	 3.600	 3.360	      	      	 3.870	8057	273.43012	-19.24194
162.9052275	-21.2500889	   304	 0.92003283	 	      	      	 8.360	 5.330	 3.670	      	      	      	      	      	      	8141	162.90523	-21.25009
273.8666667	-20.6550000	   305	 0.92005056	 	      	14.020	11.210	 8.290	 6.090	 4.890	 3.180	 2.710	      	      	 3.620	8057	273.86667	-20.65500
273.0887042	-21.1142944	   306	 0.92104897	 	13.380	12.170	 9.780	 7.070	 5.010	 3.780	 2.030	 1.650	      	      	 2.500	8057	273.08870	-21.11429
